,0
462,@5SOSTumblrx the APMA's :(
463,this is bad. my shoulder has started to hurt like a bitch :( and we're just a day away from competition! hope it'll be fine in time
464,@shuaijerks it's okay I feel you it happens all the timw :(
465,@HeyyLawley don't make the other accs feel bad :( that's just rude
466,@meowkenzi :(( that sucks. Try vitamin e oil massage everyday for a while and it should make them healthier and easier to stretch
467,What the hell is going wrong :( I don't understand why people choose to hurt each other https://t.co/hIBjz4fC2r
468,I don't know what I'm doing for #BlockJam at all since my schedule's just whacked right now :(
469,@tymoss wish I could have been there :(
470,GUYS add my KIK - thelock76 #kik #kiksexting #sex #omegle #couple #travel #hotgirls :( http://t.co/Dn6agZcPhd
471,"Valentine et al (2009) found relationships between homo/biphobic comments &amp; certain disciplines- incl. European languages, lit, education :("
472,3 ghantay say light nai hay :(
473,@hereisjoshhiles I have it still won't work :(
474,"Rejection is the reason why people deny what they really feel.
:( @maryjan71973628"
475,this weather is ruining everything :(
476,"@krysseners No, I was in Laguna :(((("
477,Feeling sick :(
478,:( exit gomen
479,@sustinsantos what the heck that's not fair 😂 I grew half an inch in two years :(
480,Woke up feeling so sick :(
481,I wish you cut your hair like this again :( http://t.co/Oyt8wMo7w9
482,@NerfThorn problem is 1. I'm from UK so it's £ not $ and 2. I don't have $25 :(
483,Suuuuuuuper sick :( fever got way worse :(
484,Me right Now :( http://t.co/hoVZi9wQnx
485,65% digital sales.. having a bad feeling :(
486,can I use anyones netflix my account is inactive and I wanna watch orphan black :(((
487,havent seen you earlier :(
488,@FairyFunFwee whaaat? what is this :((
489,@margauxxemm yes baby kaya i'm so sorry :(((((
490,NAAAAAN PAS GOODBYE STAGE :(
491,@AppleMusic why does my music keep pausing randomly? It's the only app open :(
492,3:30am walk down Inglewood ummm bad idea :( ugh stupid anxiety
493,And it's not easy to be me :(
494,@LittleMix Belgium :(
495,"@randomdavemcc1 This one was ready in 3 weeks and is also Charcoal, but the other one wont be ready til mid-end Aug :-("
496,NOOoo @PTTBath  I've just heard the news :(
497,@Rodnerbroo rip rodFanta :-(
498,I wish I was better with words :-(
499,"@Wapaseeto yes, all wasp stings have been averted. Those bugs are mean  :("
500,Can u feel it? :((:( #exo http://t.co/ghsa262ORm
501,@zoellaftmendes please don't leave :(
502,I'm feel so seekly...:(
503,Shocking News!!! :( #RIPTito
504,"@Charalanahzard I can't see it! I'm sorry. Call me a manbearpig, but I cannot see it. Sorry :("
505,Can i grow shorter pls :(
506,@NimrodYEle Academics :-(((((
507,I want my free @UberUK ice cream! :-( http://t.co/2BHfR9BU26
508,"""Exclusive to Germany"" how unfair is that? :( Esp. regarding the current bleak german charts situation, still no entry even @ top 100. Pfft."
509,@kwangqiiii later I feel out of place :((
510,@borapls it was white washed dude to the Polaroid effect :-(
511,I feel bad for talking to you... :(
512,#newbethvideo i love you sooo much! But... I live in Greece so I dont think I'm gonna win :( But always hope!!!! &lt;3
513,@courtneypink07 Haha I know right :( He needs a good talking to that Xur does!
514,@GorobaoElisha Imy too :(
515,"@Emmalaalaaa I don't even know what's going on :( fill me in please? !

#soon babe... ♡♥♡♥

Xoxoxo"
516,@for1rose it's raining here :( but I will make sure I get a picture of him soon
517,"|| I want cereal.

Too bad we doN'T HAVE ANY. &gt;:("
518,just got home. lost one of my stud earrings :(
519,I miss his massages :(
520,KIK me guys : hunde6 #kik #kikhorny #tagsforlikes #skype #kikchat #amazon #kikhorny :( http://t.co/jGB5W5ct7t
521,i lost my 3.4k :(
522,"Yach.. telat.. huvvft..., :( https://t.co/nrzfh7Roja"
523,@junhuiass IT'S BEEN YEARS SINCE I HAVE BEEN IN A ZOO AND IT'S ONLY ON FIELDTRIPS SO NO TIME TO TOUCH :(((
524,@attepate I wanted to hug him after watching this :(
525,@JackAndJackReal I missed the following spree :( next time though x
526,Still hoping :( #ZaynIsComingBackOnJuly26
527,@EdeLabayog awww :(( kaya yan! Think positive!
528,"i miss my king,future,boss, and RAIN :( http://t.co/RZTM0VKIlM"
529,"I want to watch a movie, listen to Sizwe, eat and write my assignments at the same time.... But I can't do that :("
530,@strawberrybon i miss you :(
531,this time in 20 days i'll have my results kms :(
532,I have four shifts left with @taylorchurchman my heart has broken :(
533,AAAAAHHHHHHHH  :(  It Is Only 3 pm And I Feel Like Dying Of Boredom....
534,"@HouseOfPoitiers @nurseneddy @Peteski40 

On me birthday en all :("
535,"Stop playing with my feelings man :( i aint got no time for that. *still hoping* ♡
 #ZaynIsComingBackOnJuly26 http://t.co/Nu0PMyGKU9"
536,@zedxgarcia u started it :(
537,Am I the one whos dont see sinse to trend something like thats? :( #ZaynIsComingBackOnJuly26
538,"Good thing I got those free earrings, as I've somehow lost one of the tiny screw on ball things from one of my barbells :("
539,"@JonnyMalee owww I'm only about this weekend, I'm on the course next week so won't be able to get into Amsterdam :("
540,@rainymondays luv u 💖 ps. We haven't talked in a looooong time :-( why??
541,@gclliva home? but my eyes aint apartement : (
542,@JackJcnes text: :( why
543,@enikotsz @pooj_ @UberUK @walls With this rain though? :(
544,"@ollgbroxei sc, longe :("
545,@AmeAmeSakura especially when you don't like it :( I can't do the same song over and over again :/
546,Cat on the lap. I have to go out now! :( http://t.co/wN3169K7Kb
547,@ellierowexo :((( &amp; I'm litro gonna be on my own that weekend
548,@GiannePeqs shit good shepherd is lami :( 3
549,@hawkerclaw thank you. Maybe because of late sleep. :(
550,I need relax.:-( ...#lungomare #Pesaro #giachietittiwedding #igersoftheday #summertime #summer… https://t.co/IHFceHoxl3
551,my nose is bruised a lil :( :(
552,"Fuck those snake things in Journey. Always went for me, never my partner. Had a beautiful scarf and he ate it :("
553,@jaredlovesjen i'm hoping that if he comes back to aus i can afford to go again but i dont think i'll be able to :(
554,It just ruins your #FridayFeeling when you know next day you have to wake up early in the morning....:(
555,I'll be so sad if there's nothing tonight :(
556,I want a bad bitch but I aint got no money :(
557,"but i can't fry chicken, woe is me my nigga :("
558,#MOTN though lighting is not doing my make-up any justice :( http://t.co/nkzA8S687N
559,That one person. Is still very important to me...and I don't want her gone any longer...yet I just sit here scared out of my mind. :(...
560,i rly wanna buy the limited ver as well as the normal edition. huhuhu what to choose? :(
561,@axolotl74 @sp1305 Stack is on M'Lady J8 to J11 M20 :-(
562,jk im so bored :(( acads scheduled @ 8 what to do nowwww
563,@HAMEZR10 couldn't watch cops :( how was James?
564,i need to clean my window at some point today bc hugh keeps pawing at them and leaving muddy marks everywhere :(
565,But I don't know what song to sing :(
566,@xcliffordpizza my mom called me up :(((( i got distracted
567,@YseIcedTey heyy i miss you :(
568,Please be nice tomorrow weather! Otherwise our picnic is cancelled and I've got 24 cupcakes to eat :-( https://t.co/LGQRwfFTiO
569,@Benzyyyyy with you talaga the best. :-( 😂
570,the only female i wanna get it poppin with is Joc.... but she be playin :(
571,@taekookfever SO CUTE :(
572,@NinaSarto pm me :(
573,"When I saw #ZaynIsComingBackOnJuly26 ""FIX YOU"" by Coldplay plays in my Windows Media Player :( 😭 http://t.co/rGnNYzc31c"
574,@_ferdelicious I think I just failed one subj :-( sobrang bv 😭 pls pray for me huhu
575,zamn the line up for afropunk fest brooklyn :(
576,@lightmytorch I'm not there anymore!! Would have signed if I saw you! :( thank you for coming
577,wish id put more than £50 on real madrid #shithouse :(
578,Cutest dance ever :((
579,@Kimwoobin89__ oppa............./hug ur arm/ why am I like this :(
580,"@jasonbarnard86 @stefgingerball I asked my boss for a raise once, he handed me a ladder and told me to climb the ladder to success. :-("
581,"@jenandmish @wittykrushnic to get by, to get by :("
582,Nerve wracking test. Booset. :(
583,"@mythor aw sad :( it's very very long though. Maybe a little longer &amp; you'd love it? I restarted assassins creed II heaps, then fell in love"
584,"@cragdoo I don't know why the hell it's playing the next one, I can find no way of turning that off :("
585,Bored :(
586,i'm such a terrible daughter :-(
587,"Finally got some time to catch up on games..Wish i could say ""Let the games begin""...sigh*..PS3 isn't working :( http://t.co/nwriRgSq8v"
588,my ankle :(
589,I just stepped in a puddle :-( &amp; I'm wearing slippers!!
590,Good eve. :(
591,"wake up bby, imy :("
592,I will cry :(
593,Video: sararocs: I am so angry at the world :( http://t.co/eGuM20hTok
594,pretty hairs :(
595,fnaf 4 coming after my holiday now :(
596,@1q4h_ cheer up!! :-( 😘💖
597,@ThisIsTheBrooks maybe a tweet? :(
598,@AnnieAppelle and @nutriculum is this today but you're not here :(  #anywayhedidanicejob
599,@bethisbest01 @styleswavy same same 😞 :(
600,this match history :(
601,It's 3am and I can't sleep :(
602,@JagexAlfred the green one is ugly :( the others are awesome tho
603,Local legend :( https://t.co/VVLTlmOsQ0
604,@CruiseLineUK @AzamaraVoyages can't tell you how sad I am we booked on another cruise line and could have done this. Double wail. :-(
605,When things go wrong they go wrong I have broken my manual wheelchair checked if I can get one that fits from NHS and its 26weeks wait :(
606,"Poor SBENU :&lt; SaSin wasn't happy at all... As the best player on his team.. :(
But Anarchy~~~ :3 &lt;3"
607,"@jenxmish rude af, im gonna put my candle away :("
608,@wydbaylee im sure anyone would kiss ur forehead &amp; give u medicine if u asked :( but ur welcome :(
609,@Marsaliath Oops :(
610,"Hoya mah always good looking :(
No comment aing :("
611,@JKottak without you just miss you :(
612,Nobody said it was easy :(
613,I'm so sorry I didn't give you enough hugs awhile ago b I was just so tired :( But it was so nice seeing you again luv @nicoooootine
614,@Jaxonoys aw I miss you :(
615,"@GoodieNuff now hush gurly and bring your purty mouth closer

That made me shiver :("
616,"@MojangSupport the website doesn't have the solution, is there anything I can do, I paid for this and I can't even play it properly :("
617,Dont know why I try anymore. Getting tired of this. :(
618,@RyanSugandi gol pea :(
619,@SPObabbby I hate myself for not knowing English :(
620,"Physically, emotionally, mentally, #TIERD :("
621,My third eye's getting active again :(
622,@EggNiGreg thnkyouuuuuuuuu :(
623,@simonshieldcars Hi Caroline no we didn't :( Neither did @MotorMistress or @GlynHopkinShop I think - we figured out it was in US lol
624,@hotsootaff my mirror is more beautiful than me :(
625,@nuttyxander didn't make it to the highlights then :-(  They seem to have stopped talking about 'climbing on pure courage' - bit too fishy
626,I didn't even do anything to it idek :(
627,did I missed apink performance? :(
628,Bulet gendut :(
629,#PARTY goodbye stage :(
630,@subharrie noo :( do you know why?
631,@lollypng :( *hugs* I hope you can rest soon.
632,@ovo4fev Looks awesome! I miss the days of racing hotwheels cars around my house. :( ^MS
633,Patch :(
634,@andytude typically we had a power cut last night and I missed it!:( was it good?
635,@ellegowers ahaha I'm laying on my bed like WHYYYYYY. The pretty wine glasses sucked me in :(
636,@Akon @Tyrese where's your album akon :(
637,@sulliyahh sorry i didnt update you i went somewhere :(
638,The never ending nightmare is still never ending :(
639,@hugeboysmh YA! YA SONG MINO! WHERE ARE YOU? :(
640,crazyyyy thooo zz from airport straight away to soundcheck and concert :(
641,@obscurro hmm is this tweet antagonistic? I literally do sing the obs song :(
642,"PHANTASY STAR ONLINE 2 IP Issue
i was so happy i could finally play the game then this... so sad :(
http://t.co/du7Z6cjYVm @Asiasoft_Live"
643,Bruce just won't smile :( http://t.co/UwldCQkcoq
644,"Its 2:30 in the morning
#SleepDeprived
#TiredAsHell
#Looking4ASpot
Even #Kinara's Closed.. :(
We then Chill at #Awami http://t.co/T47BRjzsz5"
645,"Of course :( :( .. I don't understand &gt;&gt;&gt;""@khalila_: Y'all gonna ignore @Calvin_Muca questions huh? Niqqa is desperate need of answers lol"""
646,@Sibulela_M why must you be so tiny :(
647,so after 2 weeks only mockingjay was left well that was slow :(
648,@jenxmish @wittykrushnic you are the only thing that i need :(
649,@DrishyamTheFilm @Team_AjayDevgn @ajaydevgn Not fair with us from Pb.contestants our dreams not comes true this time :(
650,@CraziestMocha I wish :(
651,@laurenecurrann snakes on you??:(
652,My cycle is coming soon :(. Woe is me.
653,@Shrimp_89 @KianEganWL Aarww...I wish I could be there too :( xx
654,"Lol the person i want to hug i cant :( lmbo dangit i miss people to much , cant help it though"
655,I can't sleep now what the heck :(
656,@_eMCeeeee ohmygod worst case scenario na tooooooo :((((
657,Nice weather if ur a fucking duck :(
658,@pieterebersohn where are you watching the game? :(
659,Awwww Baechyyy it's okayyyy :( Lol it's cute actually haha http://t.co/dN83gHOw3y
660,did noone live for my drag drawing ok :(
661,This started with a picture :(( seriously  #ZaynIsComingBackOnJuly26
662,@YHMFans @TheKaranPatel #Misundersranding days chal raha hai #YHM me :(
663,"Edsa y u do dis 2 me

So tired. Just wanna go home :("
664,My SNAPCHAT - JasminGarrick #snapchat #kikmeguys #snapchat #webcam #milf #nakamaforever #kiksex :( http://t.co/j0GGCcW3Dg
665,@leesasana @Francesca092391 tried tweeting UNICEF's accounts but no answer from them :(
666,@kristinexvilla @larssycutiee fu all :(((((
667,Home alone :(
668,@Uber has anyone managed to get ice cream? I've been on my app from 1 Stephen Street for last 35 mins and no free vehicles have appeared :-(
669,So Much New Music that I cant record yet coz my voice is gone :( #Frustration
670,@NathanSykes I think you could do with a hug right now more than me. :(  Poor thing!  Sent you DM if interested. Hope you get better soon!
671,@Tsholo_Mapz I don't like you :(
